[[42, 31, -18, -100], [123, 22, 84, 81], [115, 123, 16, -43], [97, -127, -54, 61]]
[[-106, 46, 40, -8], [64, 95, -42, -12], [-70, -117, -17, 52], [0, 2, -31, -65]]
[[-32, -104, 91, -20], [115, -5, -23, 21], [66, -33, -108, -83], [126, 41, -3, -22]]
[[9, 39, 2, 114], [7, -8, -122, 9], [-120, -103, 30, -89], [86, 4, 91, 88]]
[[76, -112, 52, 97], [-110, -22, 21, 78], [28, -46, 110, 106], [80, 104, -72, -52]]
[[62, 96, 41, 25], [61, 6, 57, 17], [15, -71, 66, 20], [-71, 65, -2, 20]]
[[70, -73, 112, -104], [44, 22, 91, -20], [125, 102, -97, 115], [81, -119, -78, 50]]
[[117, -83, -16, 126], [115, 0, -69, -3], [2, 106, 99, 20], [-114, 71, 43, 80]]
[[13, -49, -30, 74], [111, -96, -32, 71], [58, 79, -72, 54], [15, -13, 90, 20]]
[[-14, 68, 90, -22], [97, -112, 90, 103], [-77, -62, -48, -72], [29, 57, -94, 113]]
[[-102, -95, 2, -31], [30, -2, 104, 10], [-73, -50, -65, 90], [-86, 105, 115, -101]]
[[-42, 16, -36, -2], [-9, 120, -95, -73], [62, -106, 42, 76], [98, -106, 24, 29]]
[[121, -108, -52, -73], [-22, -102, -24, 20], [-111, 92, 120, 2], [95, 112, -82, 112]]
[[35, -113, -17, 55], [-110, -91, 99, 105], [-91, 29, 58, 97], [-42, -12, 62, 4]]
[[-74, -4, -63, -93], [-109, 18, -5, -52], [-94, 77, -73, 88], [38, 0, 81, 0]]
[[-42, -4, 115, -10], [12, -94, 26, 8], [-111, 16, -33, 83], [98, -105, -126, -102]]
[[-27, 84, -86, 110], [-108, -38, 92, -62], [93, -111, 95, 12], [22, -90, 57, 77]]
[[38, 121, 29, -50], [123, -100, -127, 51], [-99, 127, -53, 63], [11, -125, 73, 34]]
[[46, -32, 93, 72], [-85, 41, 91, -62], [69, 46, 41, -6], [101, -15, -114, 42]]
[[-25, 3, 63, 62], [5, 111, 49, -39], [39, -83, 92, 22], [-21, 85, -28, -113]]
[[-47, -116, 97, 48], [-84, -127, -78, 26], [12, 69, -85, -8], [-106, 36, 39, -101]]
[[92, 48, -25, 33], [127, 38, -88, 26], [50, -5, 99, -54], [80, -89, 32, -97]]
[[95, -9, -87, 47], [-99, -22, -4, -33], [-93, 106, -4, 36], [-64, -69, 126, 36]]
[[-94, -9, -42, -91], [13, -99, -65, -61], [-108, 93, -22, -30], [23, 121, -46, 7]]
[[98, -30, -58, 13], [88, 120, -28, -79], [1, 118, -102, -125], [-117, -5, -79, -64]]
[[-13, 53, 61, -70], [-91, -28, -56, 91], [113, -79, 31, 6], [76, -124, 84, 102]]
[[62, 17, 18, -88], [-75, -56, 111, 127], [-66, 72, 5, -15], [20, -101, 38, -32]]
[[121, -117, -64, -120], [109, 68, -83, 96], [61, -83, 114, 19], [96, -48, 104, -32]]
[[100, 52, 91, -68], [15, -21, 45, -51], [-16, -13, 82, -39], [-74, 100, 10, -8]]
[[-96, 15, 41, -103], [117, -85, 44, -61], [-36, -67, 97, 118], [36, -48, -39, 95]]
[[-53, -75, -109, 127], [-127, -18, -60, -20], [54, -30, -7, -21], [29, 26, 104, -28]]
[[115, 9, 1, -39], [123, 67, 113, 105], [-10, 122, -76, 5], [49, 62, -107, 5]]
[[113, -74, 107, -105], [118, 45, 15, -50], [53, -90, -89, 44], [-123, -88, 74, -53]]
[[13, -72, 1, -33], [75, -73, -12, 54], [-71, -109, -7, -66], [-124, 116, -5, 19]]
[[33, -116, 10, -114], [-82, -102, -72, -84], [-71, -96, -71, -1], [120, 85, 41, -65]]
[[-47, -111, 93, -28], [67, 70, 119, 111], [11, 107, 33, 16], [36, 23, 76, -45]]
[[-120, 107, -35, 22], [42, -58, -110, -99], [44, -43, 101, -101], [-113, 11, -101, 57]]
[[-19, -23, 107, 20], [-119, 109, 120, -79], [53, 32, -119, -5], [115, 118, 34, 91]]
[[-22, 27, -48, 89], [-98, -81, 106, 5], [68, 77, -67, -99], [124, -100, -47, -13]]
[[-5, -89, 40, -17], [-92, 108, -53, 12], [-114, 34, -58, -60], [56, 46, 73, -111]]
[[-92, 38, 83, 43], [24, 105, 86, 64], [12, 61, -104, -69], [109, -44, -36, 49]]
[[-109, -6, -56, -36], [-84, -65, -76, -114], [-67, -61, 94, 16], [-80, 42, 127, -68]]
[[97, -120, 1, 52], [106, 61, -73, 17], [-48, 87, -49, 23], [1, 18, 3, -30]]
[[96, 61, -58, 123], [74, 83, 100, -29], [-44, -8, -23, 92], [13, -128, 71, 93]]
[[-64, 115, -16, 74], [-100, 69, 67, 32], [123, 96, 61, 27], [25, -113, -109, -5]]
[[-71, -106, 53, -94], [40, 95, -120, 102], [74, -99, 116, -38], [-28, -26, -21, -26]]
[[-119, 27, -72, 102], [32, -76, -53, -88], [8, 16, -48, 18], [93, -49, -103, 13]]
[[70, -101, -82, 17], [-5, 75, 98, -81], [-7, 76, 37, -92], [106, -80, 39, 50]]
[[-26, -59, -82, -2], [17, 7, 116, 100], [71, -86, 52, 119], [67, -110, -45, 58]]
[[-65, 65, 71, -88], [-112, -85, -63, 18], [68, -84, 113, -119], [93, 51, -28, 45]]
[[76, 79, 53, 74], [46, 113, -104, 69], [-113, 55, 111, -22], [98, -94, -102, -9]]
[[76, -90, -3, 96], [93, 35, 87, 114], [-2, -18, -61, 101], [59, -107, 16, -23]]
[[-77, -108, 12, 44], [-12, 9, 124, 61], [51, -88, -48, -79], [39, -40, 126, 49]]
[[70, 74, -107, -9], [-58, -15, 14, 63], [115, -89, 104, 59], [60, 53, 4, -27]]
[[-10, 24, 56, -80], [-35, -81, -17, -62], [-119, 29, 121, 46], [24, 0, -112, -51]]
[[-62, 41, -88, -79], [-59, 110, -106, -63], [11, 8, 68, -24], [-116, -21, 86, 86]]
[[-108, 47, -30, -32], [-96, -42, 48, 84], [99, -26, 23, 125], [77, 82, -49, -48]]
[[7, 10, -110, 121], [-80, 94, -92, 122], [-92, -96, 89, -82], [-87, -113, -103, 120]]
[[91, 114, -107, -59], [-45, -55, 93, -37], [52, 8, -90, -40], [97, 4, -51, 120]]
[[-18, 120, 91, 8], [70, 107, 0, 72], [-89, 67, 118, -43], [75, -98, 77, -54]]
[[-8, 8, -28, -28], [90, 96, 20, 91], [19, 20, 44, -113], [117, 67, -6, 36]]
[[52, 101, -36, -112], [-59, -18, 70, 80], [11, 100, 48, 90], [75, -123, -125, 108]]
[[27, -1, 7, -51], [-59, -57, 43, 65], [-121, -98, -4, -109], [2, -78, -117, -113]]
[[32, -93, 118, 107], [10, -122, -13, -31], [122, -50, -63, -86], [-104, -95, 122, 8]]
[[115, -85, -84, -39], [-120, 22, 104, 30], [40, -8, -7, -51], [4, 117, -12, -103]]
[[58, 48, -123, 78], [99, -56, 59, -115], [103, -124, -35, -31], [-12, 0, -120, -117]]
[[55, 31, -20, -59], [75, -106, 34, 120], [2, 61, 63, -16], [-83, 55, -101, 114]]
[[-106, -110, 87, -126], [-33, -53, 112, 101], [89, 61, -64, -123], [-95, 19, -23, 14]]
[[-113, -75, -53, -7], [-28, 107, -116, 68], [-31, -90, 67, 22], [-106, -127, 17, -58]]
[[46, -107, 66, 55], [-17, -9, -90, 37], [-113, 77, 76, -23], [-70, -105, -29, -46]]
[[119, 8, 103, 116], [62, 18, -33, 101], [3, 118, -53, 58], [6, 22, -107, -61]]
[[-71, -12, -61, -27], [-23, 81, -31, 62], [114, 39, 115, -59], [-22, -43, 125, -60]]
[[-70, 67, 47, -119], [-42, -34, 60, 84], [107, -12, -72, -32], [-75, -14, -49, 28]]
[[-2, -13, 36, -67], [-7, 64, 57, -42], [-33, 6, -57, 23], [-43, -79, 57, 35]]
[[-114, 18, -91, -45], [-26, -26, -1, 7], [-43, -31, 16, 97], [-48, 63, 25, -81]]
[[-21, 22, -120, -86], [69, -42, 40, -68], [18, 104, 115, 127], [-127, 76, -78, -30]]
[[29, -110, -25, 123], [-124, 60, -95, 56], [-92, 45, -14, 65], [-128, -30, 39, -96]]
[[113, -65, 74, 97], [110, 14, 55, 98], [-53, -118, 44, -86], [79, 80, -114, -107]]
[[-76, 80, -31, 55], [-52, -47, 89, -128], [-73, 28, -25, -21], [92, 22, -53, 53]]
[[109, 50, -15, -11], [122, -58, -40, 49], [59, -80, -8, 121], [-39, 110, 91, -102]]
[[6, -66, 99, 111], [88, 112, 122, 58], [-11, -105, -114, -3], [12, -99, -61, -66]]
[[-99, 103, -44, 126], [7, 41, -2, 118], [26, -43, -18, -77], [124, -65, 33, -103]]
[[94, 88, -7, -24], [-35, -6, 12, 63], [-86, -32, -98, 108], [-85, 100, -38, -120]]
[[21, 109, -51, 21], [-55, 18, 5, 42], [36, 108, -100, 81], [25, -70, 97, 49]]
[[-90, -61, -105, 77], [-120, 34, 96, 25], [113, -124, -3, -19], [65, -78, -43, 3]]
[[-91, -5, 112, -114], [-64, -36, -115, 85], [98, -38, -33, 90], [87, -23, -64, -65]]
[[-89, 110, 41, -49], [67, -17, 113, -5], [11, 23, 23, 23], [-60, -111, 33, -41]]
[[-57, 80, 108, 68], [112, -40, 10, -46], [117, -38, 23, 74], [-17, -91, 95, -86]]
[[-109, 33, -56, -21], [-8, -122, -79, -38], [119, 24, -94, -59], [69, 113, -46, 115]]
[[-8, -120, -61, 7], [-64, -19, 41, 63], [-17, -32, 106, 66], [-20, 10, 49, -110]]
[[120, -79, -19, 4], [-61, -97, 57, -103], [38, 17, -115, 77], [43, -85, 20, 71]]
[[-94, 21, -16, 5], [-106, 14, -58, 25], [-119, -13, -17, -47], [-34, 57, 14, 62]]
[[-16, 113, -106, 95], [-73, -33, 30, 60], [-13, -92, -70, 88], [91, -36, -101, 55]]
[[-61, 47, 23, -109], [20, 49, -122, 49], [-87, 109, -56, -47], [78, -66, 124, -99]]
[[-127, -30, -64, -17], [90, 57, 80, -26], [-115, 27, -77, 26], [98, 18, -26, -118]]
[[53, -15, -12, 68], [77, 101, 120, -128], [9, 89, 83, 84], [117, -116, -72, -86]]
[[-53, 84, -15, -31], [3, -46, -88, 105], [-14, -50, 92, -35], [75, -95, -40, 4]]
[[106, 18, 92, 12], [-16, -24, -55, -16], [-27, -97, -11, 84], [45, -120, -98, 110]]
[[-117, -11, 109, -117], [108, -120, -107, 74], [23, 41, 51, -73], [-110, -54, -9, -102]]
[[-110, -85, 108, 63], [107, 82, -128, 107], [39, 11, 33, 103], [71, -26, -44, -80]]
[[-111, 86, 9, -15], [-74, -78, -45, -117], [-83, -68, -5, -100], [-56, -36, -3, -22]]
[[-122, -70, -86, -70], [-18, -26, -53, 42], [-44, -97, 19, -93], [72, 60, -23, -34]]
[[-67, -60, 44, 25], [-14, 91, 62, -114], [-63, 104, 20, -104], [-22, 111, -62, 15]]
[[-67, -98, 115, -30], [-118, 48, 30, 24], [52, 15, -50, 45], [6, -33, 15, -87]]
[[-75, 65, -80, -11], [-85, -77, -81, 71], [-29, 34, -6, 11], [67, -50, 49, -93]]
[[23, -18, -76, -104], [52, 113, 60, 88], [80, -37, 71, 28], [62, 54, -16, 112]]
[[-9, -111, 118, 108], [44, -28, -101, -115], [-78, -65, 74, -57], [121, 116, 103, 118]]
[[-39, -55, 66, 2], [-82, -18, -108, 80], [45, 65, 5, -72], [64, 90, 34, 61]]
[[-52, -89, 67, -102], [33, -106, 104, 115], [-54, 34, 58, 70], [-12, 119, 79, 83]]
[[-109, -79, 87, -90], [-78, 71, -33, 127], [86, -90, -31, -120], [67, -114, 75, -78]]
[[-110, 12, 101, -102], [85, -25, -37, -9], [-79, 55, 11, -12], [92, -29, -48, -116]]
[[122, -106, 102, 84], [38, -33, -4, -74], [27, -53, 56, -101], [93, -98, -50, 13]]
[[-83, -46, 69, 67], [-36, 69, 116, 86], [-46, -123, 102, 20], [-29, -123, -12, 97]]
[[-123, 103, -77, -117], [-7, -16, -108, 9], [62, -40, 119, 14], [116, 47, 90, 64]]
[[10, 119, 124, -67], [46, 111, -31, -33], [-59, 80, -61, 12], [103, 74, -25, -81]]
[[-42, -65, -95, -26], [-57, -77, 127, -92], [43, 120, 35, 64], [73, 7, 55, -26]]
[[94, -96, 17, -86], [122, 73, 32, 29], [-90, 107, -2, -119], [118, -123, -69, 10]]
[[-122, -89, -58, -123], [-9, 114, -98, -19], [57, 80, -104, 22], [-118, -105, -66, 12]]
[[-47, -70, -48, 64], [115, 91, 10, -69], [-98, 126, 126, -70], [50, -105, 93, -92]]
[[-122, 23, 77, -70], [98, 95, -47, -19], [-87, -66, -36, 79], [-101, 16, 109, 6]]
[[98, -112, -37, 25], [-88, -2, -102, 81], [105, -61, -67, -92], [57, -10, 79, -71]]
[[-93, -30, -13, -47], [-43, -118, -27, -116], [-97, -42, -70, -50], [-124, 49, 89, -99]]
[[38, -82, 58, -121], [59, -113, 52, 79], [-99, 111, -15, 39], [76, -46, -4, 9]]
[[-67, 77, -18, 65], [22, -16, 58, -107], [-32, 59, 31, -117], [19, -15, -18, 1]]
[[91, 23, -59, 116], [122, 107, 108, 40], [-119, 92, -28, -47], [-61, -96, 124, -9]]
[[-125, -24, 76, -66], [109, -39, 11, -61], [-68, -11, 68, -68], [-29, 63, 103, 4]]
[[32, 55, 79, -97], [-40, 86, -35, -110], [-76, 86, 28, 90], [-67, 9, 69, 115]]
[[-50, -53, -86, -44], [-46, 5, 114, -112], [-58, 20, -52, -120], [-53, -18, 42, 73]]
[[-54, -95, -113, 53], [107, -122, 70, -50], [-64, -65, -44, -65], [-43, 116, -93, -64]]
[[-42, -20, -96, -83], [-6, -115, 82, 114], [-42, -29, -39, 37], [57, -93, -45, -37]]
[[-2, 2, 82, -106], [114, -34, -19, 47], [109, 127, 33, -85], [87, -87, 11, 3]]
[[-35, 50, -9, 28], [-77, 89, 77, 125], [108, 53, -7, -44], [-110, -71, 19, -27]]
[[-60, 37, 111, 104], [22, 69, -3, 85], [66, -38, 4, 62], [-47, -39, 122, 60]]
[[-100, -24, -108, -101], [25, 52, 94, -43], [-101, -72, 84, 6], [-26, 97, -87, -77]]
[[-67, 82, 15, 10], [75, 113, -16, -3], [107, 20, -38, -85], [60, -16, 12, 36]]
[[50, 115, -24, -122], [-74, 106, 22, -99], [115, 70, -71, 105], [106, 5, -79, -94]]
[[60, -122, 55, -101], [-38, -29, 69, 93], [-14, -128, -124, -113], [-116, -51, 22, 26]]
[[108, -117, 33, -107], [-11, -17, -30, 96], [91, 0, 20, 53], [40, 15, 60, -5]]
[[119, 93, 5, 121], [-9, 73, -92, 106], [-88, -42, 60, 111], [43, -25, -12, -44]]
[[-87, -38, -22, -125], [-25, 97, -55, -128], [109, 60, -19, -74], [-90, 94, -100, 103]]
[[126, 62, 113, 102], [112, -78, 45, 32], [-47, -63, -70, -79], [20, 47, 14, 127]]
[[119, 30, -77, -2], [100, -79, 52, 18], [-99, -36, -10, -64], [-60, -26, 19, -91]]
[[50, -108, -34, -86], [-46, 57, -69, -61], [94, -90, -47, 43], [-69, -78, -110, 31]]
[[-48, 112, 66, -26], [-62, 101, 34, -101], [-47, -70, -72, -113], [-87, -35, 59, 43]]
[[89, -30, -98, 120], [-51, 7, 11, -78], [6, -126, -49, 84], [-46, 102, -117, -15]]
[[115, 8, -111, 76], [-84, 41, -66, 62], [-41, 69, -15, -44], [84, 108, 53, 41]]
[[-1, 76, 79, -58], [60, -41, 89, 108], [50, -123, -37, 127], [24, -8, -54, -59]]
[[-97, 16, -95, 17], [48, 43, -13, 112], [-69, -91, 79, -74], [-92, 57, 83, -79]]
[[-96, 47, -72, 114], [50, -125, 84, -33], [-93, -3, -58, 45], [104, -14, -32, 46]]
[[35, -46, 121, 46], [63, 104, 17, -9], [37, -118, -71, 1], [-115, 70, 64, 99]]
[[121, 110, 51, -39], [-92, 19, -67, -38], [58, -29, 111, -59], [76, 102, -71, -78]]
[[0, 118, -6, 119], [-1, -53, 17, 17], [42, -8, -102, 66], [19, 94, 45, -89]]
[[-77, 62, 16, -113], [119, 120, 104, 16], [11, 89, -35, -50], [126, 46, 119, 17]]
[[-30, 69, 65, -101], [122, 18, 53, -5], [121, 61, -18, 106], [102, -10, 45, 57]]
[[-73, -55, 35, -103], [120, -64, -92, -11], [-79, -109, 38, 109], [-38, 55, 103, -112]]
[[16, 50, -23, 83], [10, -127, -53, 34], [33, -88, -106, 3], [-94, -22, -95, 78]]
[[43, -75, -34, 95], [122, -124, -10, -23], [-126, -95, 120, -103], [28, -108, 11, -89]]
[[65, -22, 82, 45], [112, -67, 9, -113], [102, 55, -117, 40], [-22, -63, 10, 4]]
[[106, 95, 47, 7], [-86, 26, -13, 92], [-8, 125, 72, -1], [-48, -115, 38, 29]]
[[-68, -118, -105, -92], [47, -19, -38, -36], [-52, 72, 56, 94], [125, 89, -76, 84]]
[[21, -110, 100, 94], [101, 9, -94, -11], [101, 77, -38, 89], [-112, -41, -97, 115]]
[[92, -2, 103, 50], [1, 86, 6, 40], [-52, -104, 44, 105], [95, 102, 108, -72]]
[[-113, 31, -43, -80], [-6, -10, 91, -63], [30, 98, -12, 67], [-112, 32, 87, 16]]
[[-70, 49, 44, 53], [-119, 94, 20, 33], [42, 127, -85, 126], [6, -94, 85, 103]]
[[-116, -75, -37, -59], [-96, 15, -107, -41], [79, 94, 84, -30], [80, 21, -77, 21]]
[[115, 6, -82, -54], [56, -104, 85, -120], [-128, -83, 107, 111], [78, -16, 68, -85]]
[[-19, 57, -44, -120], [-11, -34, -90, -80], [35, -55, -125, 45], [47, -111, 56, -24]]
[[-123, -86, -38, 6], [47, 39, -38, -89], [-114, -1, -29, -110], [0, 105, -48, 63]]
[[-96, -85, 6, 15], [125, -118, 28, 53], [-114, 30, -111, -3], [-67, -89, 116, 65]]
[[-99, 25, -10, 104], [62, -90, 31, -4], [-59, 95, 97, 40], [-36, 123, 55, 107]]
[[-20, -106, -60, 74], [-68, -37, -58, -58], [-93, -50, 46, 107], [99, -98, 91, -49]]
[[54, -7, 87, 101], [-33, 123, 22, -85], [-110, -51, 46, -54], [78, 60, -70, 34]]
[[114, 4, 47, -80], [-47, -109, 87, 49], [-32, -38, 35, 30], [17, -113, -73, -39]]
[[-13, 110, 119, 77], [63, -92, -26, -79], [-63, -74, -75, -106], [21, 61, 27, -54]]
[[36, 117, -65, -32], [32, 58, -3, 27], [-113, -46, -56, 51], [12, 88, -88, 14]]
[[74, -63, -20, 91], [12, -68, -63, 125], [-4, -80, 102, 38], [-46, 83, 30, 80]]
[[36, -11, -117, 5], [87, -10, 122, -61], [-5, -103, 8, 102], [59, 66, 52, 120]]
[[-82, -122, 43, -104], [120, 80, 76, 69], [16, 21, -53, 107], [86, 21, -43, 70]]
[[-93, 16, 56, 24], [58, 115, -25, 99], [-75, -94, -29, -126], [-80, 77, -43, -68]]
[[24, -111, -111, -16], [104, 76, -26, 33], [-36, -63, 113, 110], [100, 35, 61, -104]]
[[59, -37, 59, 18], [-80, -65, 27, 19], [114, -42, 64, -8], [93, -72, 44, 66]]
[[7, -54, -89, -31], [76, -64, -96, 112], [-117, 64, -105, -54], [126, 62, -48, -70]]
[[-106, 97, -72, 54], [106, -92, -65, -79], [-16, 82, -127, -55], [-41, -7, 12, -55]]
[[-125, -55, 73, 4], [-10, 80, -23, 31], [50, -107, 34, -26], [34, 11, 56, 122]]
[[79, -70, -65, -34], [-114, -117, -75, 5], [48, -105, 87, 75], [41, 20, -105, -19]]
[[-53, 26, -60, 50], [16, 118, 35, -124], [-9, -77, -102, 11], [97, 18, 84, -85]]
[[-102, 68, -37, -95], [79, 115, 85, -62], [27, 28, -94, 11], [0, 2, 83, -56]]
[[-53, -1, -37, 119], [-126, -127, 73, -27], [-73, 67, 25, -51], [83, 126, -68, 71]]
[[-22, 8, -14, -6], [-46, 115, 58, 66], [53, -43, -95, 7], [-59, -65, -104, 8]]
[[-58, -5, -104, -70], [-8, -9, -100, 77], [-41, -58, 50, -54], [-110, 49, -121, -39]]
[[14, 80, 119, -74], [74, 30, -29, 28], [-101, 62, -54, 127], [3, 12, 14, 121]]
[[43, 80, -45, 65], [118, 126, 15, -91], [-7, 24, -53, -124], [108, 96, -25, 98]]
[[50, 103, -105, -93], [-12, -90, -126, 110], [-55, 15, 24, 89], [90, 51, -89, 97]]
[[52, -30, 38, -14], [-90, -2, -126, 91], [78, -108, -10, -123], [80, 35, 59, 125]]
[[-7, 54, -96, -45], [-46, 44, -121, 25], [102, -71, -20, -24], [-2, 4, -33, -26]]
[[102, 117, -67, -6], [-118, 58, -126, -120], [-92, -14, 19, 39], [101, 23, -124, 113]]
[[75, -100, 42, -46], [37, -85, 21, -17], [-49, -46, -81, 65], [114, 19, 34, -20]]
[[-45, -49, 1, 21], [25, 121, -13, 3], [-80, 73, -81, 103], [-126, 22, 120, -78]]
[[-90, -1, -22, -38], [-99, -58, 69, -77], [-119, 36, 16, -100], [-100, -30, -5, 113]]
[[87, -47, 82, 100], [-107, -18, 62, -3], [93, 120, -75, -96], [124, 126, -78, -117]]
[[123, -74, -52, -117], [35, 31, 86, -85], [119, -76, -92, 125], [-112, 10, 82, 82]]
[[8, -79, -25, -103], [-75, 10, -22, -77], [127, 46, 87, -49], [-114, 5, 126, -93]]
[[-54, -22, -122, -27], [53, 97, 127, -40], [-73, -121, -98, -32], [-15, -95, 20, 67]]
[[125, 89, -21, -12], [-1, 82, 8, 54], [39, 49, 116, -50], [38, 51, 81, -39]]
[[-82, 10, 57, -13], [-31, 30, -59, -110], [54, 16, -80, -55], [-97, -18, 46, -125]]
[[22, 50, 69, -27], [28, -45, -65, 124], [-30, 98, 13, 56], [-12, 78, 85, -32]]
[[63, -82, -69, 2], [77, -45, 88, 21], [39, 39, -89, 16], [-105, -123, 115, 76]]
[[76, 93, 10, -77], [-118, -43, -14, -94], [83, 33, 22, 82], [15, 116, 71, -5]]
[[18, 92, 50, 15], [70, 108, -106, 48], [78, 29, 75, 89], [99, 121, -80, -18]]
[[-49, -88, 96, 114], [-127, 75, 118, 36], [-124, 61, -35, 9], [-82, -71, 21, 72]]
[[80, -33, 68, 105], [123, 37, 15, 39], [-96, -46, 123, 8], [10, -21, 61, 98]]
[[-59, 83, 62, 83], [24, 90, 26, -7], [-18, 14, -127, 29], [17, -30, -46, -29]]
[[-63, 122, -4, -100], [-83, 120, -30, -52], [-88, -55, -8, 62], [-110, 62, 34, -44]]
[[-50, 22, -81, -61], [50, 115, -79, 7], [87, 105, -73, 53], [-91, 9, -13, -2]]
[[-33, 71, 38, -94], [33, -126, -8, 47], [-115, 108, -9, 122], [52, -85, -85, 22]]
[[16, 2, -53, -84], [93, -90, -5, 10], [-47, -107, -37, -41], [-17, -4, -59, 9]]
[[-51, 111, -17, 53], [81, -103, 98, 116], [-22, 103, -31, -108], [27, 70, -46, -54]]
[[-12, 52, 40, -51], [88, 0, -9, 90], [49, 80, 5, 17], [-113, 124, 97, -40]]
[[-86, 45, -3, 26], [49, 12, -69, 82], [61, -88, -25, -94], [100, 96, 41, 92]]
[[-32, 85, -20, 122], [2, 3, 66, -23], [91, 71, 42, 106], [44, 107, 126, 81]]
[[51, 78, 73, 4], [23, -42, -105, -105], [-54, -100, 102, 10], [15, -21, -75, 46]]
[[-101, -123, -117, -124], [-17, -91, 37, -36], [-82, 20, 82, 107], [87, -123, 83, -80]]
[[98, -122, 93, 96], [16, -8, 36, -70], [21, -107, -30, -37], [-123, -34, -120, 16]]
[[-10, -52, 109, -54], [91, 57, -42, 87], [74, -118, -83, -6], [86, -10, 61, -4]]
[[-8, -51, -115, -83], [121, -121, 54, -90], [21, 100, -58, 65], [-75, 125, -54, -8]]
[[-80, 104, -12, 2], [8, 3, -28, 57], [-65, -11, 62, -34], [80, -29, -34, 0]]
[[0, 120, -117, 84], [-11, -39, 14, -18], [-123, 125, -68, 65], [-70, 28, -75, 47]]
[[40, 37, -28, 14], [83, 24, 21, 23], [54, -22, -25, 87], [108, 99, -125, -106]]
[[-108, -126, 71, 64], [-75, 49, 107, -63], [-38, -86, 84, 115], [-75, 88, -105, -127]]
[[-29, -127, 72, 104], [32, 6, -54, -81], [78, 115, 75, 22], [5, 59, -71, -20]]
[[-59, 50, 78, -35], [-76, -74, 18, 29], [-109, -21, 28, -44], [9, -74, 89, 61]]
[[-27, -54, 43, -10], [-47, -54, 111, -128], [-27, 61, -99, 48], [95, -35, -107, 112]]
[[-33, -54, 55, 69], [-38, -95, -35, 30], [68, 13, 39, -101], [-48, 88, 127, -90]]
[[-82, -1, 55, 32], [-74, 105, 15, -121], [3, 68, 39, -31], [-117, -43, -121, -78]]
[[-23, 20, -110, 65], [110, -78, 29, 74], [-101, -1, -72, 121], [101, 92, -62, -59]]
[[46, 106, -79, -78], [16, -108, -66, 36], [-114, -98, -117, 63], [-117, 68, -25, 72]]
