[[-34, 60, -4, 7], [-30, 82, 38, 55], [-31, -100, -122, -118], [42, 79, 89, 117]]
[[26, 56, 31, -110], [-90, 28, -122, -48], [-1, 56, -80, 85], [-82, -7, 126, 95]]
[[-25, -112, -65, 82], [56, 16, -55, -92], [-42, -33, 74, -123], [-40, 110, 126, 73]]
[[-91, -77, -64, 100], [-110, -51, -90, 86], [9, 21, 119, 81], [123, 114, 46, -20]]
[[-42, 106, 116, -87], [97, -50, 49, -101], [-68, 119, -84, 90], [-2, -99, -64, -105]]
[[-46, -20, 37, -89], [-73, 76, 54, 97], [-72, -15, -81, -125], [85, 32, -98, 21]]
[[-53, 79, -65, -77], [-78, -5, -112, -96], [-3, -39, 65, -42], [-25, 41, 78, -54]]
[[123, 126, 45, 43], [64, -11, 16, -96], [-55, -86, 48, 1], [-70, 0, -18, -92]]
[[-24, 71, 92, -91], [-11, 29, 31, -119], [42, -3, 43, 31], [107, 93, 14, -32]]
[[18, 96, 15, 126], [122, -61, -41, 1], [75, -60, 119, -2], [120, 119, -40, -111]]
[[-19, -81, 126, 65], [67, -60, 18, 110], [51, -97, 53, -70], [-85, -110, -118, 44]]
[[-24, -41, 127, -8], [-113, -40, -33, 98], [-56, 4, 94, 47], [99, -52, -70, -97]]
[[-91, -2, -33, -25], [49, -106, -77, -9], [21, 30, -43, 14], [-17, -46, 72, 16]]
[[-111, 3, -85, -111], [-44, -112, -126, 62], [-35, 8, -60, 38], [35, 83, 62, -44]]
[[19, -22, -30, 105], [-5, 50, 115, 119], [-108, 80, -23, 56], [-43, -54, -72, -19]]
[[-44, -93, -37, 39], [20, -77, -58, 11], [-79, -119, -86, 73], [120, -46, -48, 1]]
[[89, -104, -83, -45], [-69, 122, 98, 86], [58, 81, 0, 110], [93, 78, -115, 102]]
[[8, 54, 84, 97], [114, -110, 33, -25], [-29, 25, -128, -112], [96, 20, 87, -53]]
[[-56, 115, -99, -13], [56, 84, 93, 111], [-2, 106, 65, 72], [82, -21, 113, -38]]
[[3, 57, -12, 124], [-68, 70, -91, -40], [-30, 10, -121, 99], [-88, 95, 36, 11]]
[[4, 4, -86, 23], [122, 9, 122, 107], [-87, 32, 123, -26], [-54, -49, 21, -14]]
[[108, -97, -98, -2], [73, 75, -114, -68], [120, -97, -123, 123], [33, 17, -34, 91]]
[[-16, 102, -106, -36], [76, -25, 6, -10], [69, 94, 24, -50], [-89, 62, 63, -43]]
[[41, -2, -71, -92], [-111, -108, -119, 96], [86, -28, -21, 21], [124, -83, -38, 106]]
[[15, -3, -118, 61], [38, 61, -113, 35], [-29, 65, -14, -22], [54, 116, 36, -106]]
[[-5, -17, 115, -43], [17, 23, -110, -90], [-34, -109, -1, 37], [-125, 39, 9, 57]]
[[-47, 77, 76, 112], [-83, 61, 30, 67], [-98, 5, -62, -32], [-5, -50, 5, -103]]
[[-57, 122, -12, -37], [118, 16, 89, 83], [-6, 125, 51, 99], [53, -20, -15, -106]]
[[-106, -83, -54, -102], [-66, -105, 78, -78], [-5, 97, -11, 14], [-32, 107, 105, -127]]
[[83, -35, 65, 22], [43, -85, 120, -116], [-58, -101, -108, -43], [-119, 81, 124, 41]]
[[-43, 105, -38, -116], [-54, 101, 114, -58], [78, -16, 64, -31], [-37, 60, 81, -18]]
[[-92, -6, 115, 26], [61, -91, 9, -44], [-56, -126, 8, -64], [-7, 80, 20, 45]]
[[84, -60, -114, 0], [-105, -51, -83, 70], [37, 121, 14, -98], [-29, -95, -119, 26]]
[[5, -77, 37, -67], [86, 110, -42, -55], [99, -116, 127, -58], [86, 113, 44, -51]]
[[-100, 81, 125, 114], [-66, 126, 112, 54], [-91, 42, 66, 124], [39, -101, -103, 8]]
[[-8, -120, -4, -70], [24, 111, 55, 67], [-23, 26, 114, -67], [45, -104, 35, -60]]
[[5, -3, -17, -38], [30, 51, -14, -122], [-118, 65, 113, -112], [2, -60, 35, -6]]
[[23, -12, 17, 54], [-16, 4, -44, 70], [120, 53, -108, 118], [-65, -119, -89, 114]]
[[25, -27, -47, 21], [70, 116, 62, 60], [-56, 49, -37, 70], [55, -16, 85, -103]]
[[17, 85, -107, -35], [31, 110, 77, -73], [89, 81, 49, 87], [104, 7, 113, 40]]
[[8, -29, -66, -108], [63, -101, 26, -79], [-42, 74, 122, -58], [-35, -8, -112, -50]]
[[-22, -93, 63, -62], [-61, 3, 125, 66], [-91, -95, 59, -94], [-100, 58, -63, -106]]
[[32, 25, 26, 53], [-4, -113, -73, -116], [-71, -60, -60, -13], [66, 32, -92, -120]]
[[45, -37, 75, -117], [52, 38, -54, 48], [-44, -90, -4, 1], [-84, -94, -61, 70]]
[[78, -104, 41, -76], [111, 60, -50, -77], [106, 115, 101, -114], [25, -124, 59, -63]]
[[-80, 14, -45, -102], [-13, 104, -75, 19], [-110, 46, 96, -111], [51, 10, 38, 88]]
[[-123, -115, 109, -46], [121, -99, 80, -91], [-30, 57, 24, 16], [72, 63, -14, -58]]
[[-59, 102, 75, -18], [48, 40, 79, -108], [118, -50, -94, 45], [-33, 12, -113, -78]]
[[79, -42, 25, 95], [-61, -95, -124, -49], [60, -43, -103, -45], [77, 71, 66, 58]]
[[99, 26, -31, -49], [-11, 106, 107, -6], [28, 17, -99, -56], [-75, -64, -80, 40]]
[[-2, -32, -55, -71], [-52, 87, 60, 23], [-125, 124, -39, -57], [5, 28, -36, -49]]
[[-57, 76, -102, -15], [-80, 39, 65, 28], [121, -120, -57, 77], [-64, -64, -72, 38]]
[[-69, 90, -104, 105], [-46, 126, 30, -30], [-101, 2, 51, -100], [40, -5, 41, -38]]
[[-36, 52, -50, 43], [34, -9, -85, -113], [-23, -93, 110, -54], [56, 12, 77, 15]]
[[92, -23, 92, 36], [-124, 101, 117, -43], [-50, -1, 2, -21], [-52, -99, 91, 74]]
[[71, 119, -73, -28], [-121, 17, -37, 102], [-93, -127, 47, -48], [31, 114, 88, -113]]
[[-91, 41, -60, 83], [103, -30, 1, 95], [-59, 113, 103, -29], [107, -87, 47, 43]]
[[-121, 115, -101, -78], [35, 94, 28, 90], [-92, -69, 64, 77], [-63, 104, 72, -104]]
[[-78, 1, 96, 95], [-14, -68, -122, -114], [72, -15, -12, 41], [-125, 65, 61, 89]]
[[107, -35, -7, -61], [24, -52, 83, -29], [53, -31, 80, -30], [-42, 17, -113, -40]]
[[-123, 36, -79, -94], [-35, 7, -100, -18], [11, -29, 5, 79], [32, 97, 115, -67]]
[[-74, 73, 101, -8], [-11, 0, -81, 127], [116, 102, 112, 103], [-100, 29, 37, 22]]
[[-56, -76, 103, 68], [-102, 13, 15, 93], [9, -87, -18, 48], [98, 64, 91, -102]]
[[30, 73, -27, -53], [-62, 10, -108, 78], [59, 69, 43, 26], [-5, -90, -37, 117]]
[[-22, 12, -67, 119], [-5, 30, 79, 72], [2, 78, 6, -96], [-15, 111, -77, -9]]
[[-83, 9, -13, -27], [100, 28, -4, 98], [28, 42, 45, 19], [-16, -74, 105, -69]]
[[2, 127, 37, -56], [46, -15, -11, -79], [-70, 0, -56, 56], [-92, -47, -74, 68]]
[[-43, -60, -126, 63], [111, -120, -108, -118], [116, -73, 83, -17], [-50, -114, 124, 10]]
[[-48, -38, 107, 81], [37, -42, -31, 65], [80, 60, -71, 53], [-63, -117, 9, -102]]
[[-38, 123, 70, 97], [-2, 116, -60, -83], [71, -122, -38, 1], [14, -87, 42, 104]]
[[6, 20, -24, -50], [-43, 89, 25, 18], [32, -94, 121, -66], [-107, -26, -56, -7]]
[[79, 85, -50, 62], [102, 44, 91, -102], [83, -107, -42, -99], [37, -63, -69, -13]]
[[-88, -67, -67, -47], [-89, 49, 8, -93], [70, -107, 115, -82], [92, 107, -31, 27]]
[[-74, -110, 81, 55], [-26, 111, -75, 70], [110, -92, 22, 0], [-19, -83, -95, 71]]
[[-46, -97, -124, -65], [-111, 18, -10, 16], [-47, -30, 124, -116], [120, 3, -46, -2]]
[[41, 67, -115, -19], [110, 6, 40, 91], [-116, -95, 92, -29], [-57, 66, 99, 74]]
[[19, 56, -10, 96], [-62, -5, 4, 29], [-58, -64, -52, -2], [64, 85, -16, 127]]
[[-85, -108, 5, 95], [16, 98, -101, 120], [38, 108, -6, 8], [21, -40, 108, 10]]
[[1, 9, -115, -33], [61, -29, -5, -90], [-38, -43, -101, -23], [-108, 24, -86, 88]]
[[106, -79, -61, 24], [-95, 113, -15, 51], [-37, 3, 35, -9], [87, 58, -36, -9]]
[[21, 15, -45, 99], [28, -65, 52, -62], [69, 87, 102, 95], [35, 126, 114, 88]]
[[4, -38, -97, 53], [-125, -96, 16, 66], [89, -104, -28, -30], [96, 103, -69, 24]]
[[68, -96, -95, -66], [-103, -97, -54, 25], [15, -112, 93, -81], [-14, 22, 88, 42]]
[[-70, -2, -64, 50], [-94, -98, -8, 14], [31, 95, -96, 92], [97, 1, -60, 27]]
[[94, -53, -90, -110], [-103, 89, -43, 41], [3, 20, -97, -26], [-40, -17, -102, 108]]
[[-94, 47, -119, 42], [-20, -106, 52, 88], [52, 1, 23, 116], [14, -92, 80, 71]]
[[1, 114, 35, 30], [-118, 84, -61, -51], [19, -62, -124, 125], [-86, 63, 11, -44]]
[[-22, 88, 85, 76], [-100, 1, -38, 120], [-104, 18, 1, 15], [24, -102, 26, -60]]
[[86, -29, 108, 48], [-7, 125, 119, 67], [101, 14, 110, -62], [-68, 125, 124, 85]]
[[-61, 56, -109, -29], [71, 80, -47, -51], [58, -87, 118, 82], [-115, -51, -4, 85]]
[[-100, 35, -46, -111], [-58, 2, -46, 36], [-76, 75, 45, -57], [-18, 2, -56, -48]]
[[88, 15, -56, 122], [-49, -85, -25, -48], [-96, 113, 25, -8], [-53, 127, 13, 25]]
[[-38, -49, -107, -126], [-112, -110, -30, 106], [-62, -22, 33, 105], [81, 22, 76, -92]]
[[65, 23, -82, 3], [29, -124, -13, -75], [-52, -102, 4, -17], [89, 33, -118, -53]]
[[-65, -103, -84, 10], [-117, 26, 1, 90], [59, -125, 72, -85], [-64, -74, -33, -76]]
[[115, 79, 63, 100], [99, 104, -43, 22], [111, 34, -25, -117], [17, -28, 79, 7]]
[[82, -83, -61, -106], [124, 26, 2, 113], [-28, 90, 99, 74], [22, 126, 88, -111]]
[[-126, -111, 67, 47], [-59, -62, -79, -56], [53, -14, -128, -29], [93, -111, -7, 55]]
[[-97, 99, -82, -66], [28, -18, -85, -5], [13, -101, -80, -127], [113, 92, -30, -55]]
[[32, -72, 102, 71], [50, -96, -92, 82], [8, -73, -33, 87], [-35, 95, 107, 116]]
[[67, 122, -14, 109], [25, 50, -11, 110], [-114, 78, -29, -122], [8, 26, -103, 99]]
[[-30, -118, -55, 119], [33, -118, 75, -89], [-110, -32, -73, 107], [-27, 29, 0, 57]]
[[-43, 15, 41, -124], [-103, 8, -93, 22], [-124, 94, -86, -114], [25, 126, -125, 48]]
[[-40, -103, -44, 4], [31, 11, -76, -5], [-36, -95, -41, -115], [-33, 67, 27, -109]]
[[48, -36, -9, 0], [-106, -102, -104, 28], [121, -42, 67, -4], [70, -80, 76, 126]]
[[71, -30, 117, 110], [-44, 83, 0, -118], [-42, -105, 122, -2], [-42, -114, -62, -31]]
[[-114, -79, 88, 71], [-128, 18, -64, 25], [-80, 2, -26, -128], [98, -11, 1, 72]]
[[53, 89, 17, 17], [39, -80, -21, -114], [13, 29, 107, -5], [-97, -28, 89, -71]]
[[-94, -10, 77, -66], [-50, -7, -100, -31], [80, -3, 119, -68], [51, 23, 47, 27]]
[[-55, -17, 40, -90], [75, 14, 68, 48], [26, -123, 119, -70], [-102, -4, 126, -125]]
[[27, 76, 123, 77], [2, 105, -73, -60], [-113, 76, -59, -113], [-105, -1, 14, -21]]
[[-89, -45, -38, -36], [125, 99, -65, -25], [-40, -86, 7, 65], [66, -94, -18, 63]]
[[99, 75, 55, 103], [104, 19, -85, 32], [49, 52, 13, 112], [-31, -109, -75, 13]]
[[84, 70, 56, 56], [-37, 40, -90, 26], [-9, 4, -26, 78], [-48, 121, 28, -5]]
[[46, -62, 96, 83], [89, 101, -90, 61], [-52, 2, -52, -68], [-64, 124, 8, -126]]
[[-71, -79, -91, -121], [-20, 64, -29, 23], [17, -76, -14, -31], [-29, -87, 75, -92]]
[[61, -9, 23, 44], [70, -12, 11, 90], [125, 32, -100, -82], [18, -34, -54, -123]]
[[-112, 91, -46, 65], [-106, 57, -102, 99], [-118, 112, -44, 116], [-19, -112, 123, 67]]
[[-87, -55, 4, -128], [-104, 115, 0, -98], [110, 123, 115, -26], [-21, 125, -67, -72]]
[[-128, 96, -65, 75], [74, -38, -121, -57], [-76, 99, 101, -79], [-117, 45, 51, -70]]
[[-82, 75, -37, -13], [87, 127, 12, -29], [98, 51, 94, -28], [99, 41, 93, 4]]
[[17, -110, -70, -45], [-19, -92, 62, 11], [-31, -82, -46, 108], [33, -99, -116, -121]]
[[-96, -127, -72, -52], [-29, -60, 88, -112], [19, 106, 71, -33], [120, -115, 11, 55]]
[[12, 99, -29, -82], [75, 60, -105, -8], [127, 1, 25, 23], [-17, -96, -108, -1]]
[[59, -102, -83, 34], [-71, 58, -80, -92], [-13, -47, 89, 83], [4, 73, 40, 59]]
[[-69, -1, -60, -87], [16, 73, -10, -128], [-46, -41, -97, -89], [-83, 114, 2, -78]]
[[104, -114, 122, 126], [-105, -39, 60, 54], [15, -4, 108, -12], [26, 62, 102, 33]]
[[-4, -128, -44, 35], [-95, -109, -43, 95], [-2, 27, 92, -26], [-118, -87, 14, -60]]
[[116, -119, -8, 99], [-121, -5, 94, -112], [77, -78, -113, 74], [-21, -109, 63, -32]]
[[-60, -104, -62, 71], [-65, -21, 45, 19], [102, 52, -59, -67], [-78, 105, -55, 35]]
[[43, -99, -50, 67], [-86, 83, 26, -126], [-41, -73, 108, -57], [-127, 125, 104, -126]]
[[-89, 35, -85, 75], [50, 93, -123, -39], [40, -102, -17, 96], [-118, 71, -62, -26]]
[[20, 114, -37, -14], [61, -75, -48, 59], [47, 112, -42, -80], [-41, -37, -42, 37]]
[[-19, 119, -51, -38], [33, 75, 91, 20], [-108, 32, 101, 72], [90, -78, 19, 25]]
[[-93, -54, 94, 31], [23, 59, -12, -14], [0, 70, -14, -116], [-41, -102, -95, 125]]
[[24, 103, 19, -71], [111, -112, 62, 4], [-87, 66, -91, -30], [118, 94, 119, 60]]
[[93, 14, -33, 115], [44, -3, 49, -83], [-33, 85, 66, -69], [-75, 116, 34, 38]]
[[5, 67, -44, 99], [9, -101, -95, 67], [67, 105, 85, 15], [27, -52, -29, 110]]
[[-36, -40, 76, -64], [67, 11, 127, 39], [-85, 0, -85, 28], [124, 23, -4, -94]]
[[-108, 6, 56, -5], [8, -80, 93, -52], [35, 1, -32, -92], [125, -40, -9, -65]]
[[53, 81, 115, 25], [17, 123, -54, 37], [-56, -87, -99, 42], [-60, 86, -3, 103]]
[[-58, 38, 29, -64], [88, 25, 126, 23], [-45, -4, -92, -121], [89, -96, -7, 76]]
[[-65, -102, 103, -54], [6, 12, -76, -77], [-105, -71, 7, 47], [-8, 60, -104, -63]]
[[-95, -57, -66, -24], [107, 109, 101, -38], [64, 101, -43, -8], [-29, 15, -59, -69]]
[[-36, 51, 19, -27], [57, 124, -99, -22], [1, 89, -90, -76], [-88, 125, 4, 19]]
[[-60, 106, 35, 126], [-75, -126, -20, 40], [-17, 75, -115, -111], [93, -42, 21, -116]]
[[21, -60, 125, 2], [-25, -97, 13, 23], [-97, -2, -114, -40], [-79, -4, 104, -122]]
[[19, -52, -117, 112], [-59, -60, -26, 40], [64, -120, 54, -54], [5, 98, 85, -94]]
[[62, 43, 81, 31], [-64, -32, -104, 32], [-114, 3, 125, -79], [-60, 42, 96, -60]]
[[-57, -118, 122, -29], [-120, -4, 102, -22], [8, 54, 12, -15], [38, -98, 96, -80]]
[[-80, 24, -86, 63], [-84, -87, -106, 17], [-102, 53, -84, -113], [-73, -6, 1, 105]]
[[-106, 58, 116, -54], [40, -60, -28, -36], [79, 85, 106, -86], [-88, -95, 80, 96]]
[[-10, -73, -17, 70], [43, 16, 10, -26], [22, -32, 35, 110], [-13, -107, -106, -116]]
[[-79, -116, 16, -107], [-14, 77, -57, 32], [-19, 43, 86, 32], [-40, 26, -99, -81]]
[[-98, 93, 71, 11], [34, -2, -9, 0], [-23, -22, -17, 53], [-59, -93, 112, 79]]
[[-77, -87, 99, -38], [39, -16, 123, -36], [87, 101, -113, -35], [1, -87, 105, 74]]
[[-3, -42, 54, -77], [1, -79, 34, 118], [86, -109, -29, -128], [50, -73, 33, -2]]
[[-100, 60, 42, 61], [58, -25, 65, 60], [-122, -60, 127, 84], [28, 52, 99, -87]]
[[46, -15, -58, -20], [-54, -76, -111, -9], [-57, -98, -47, -76], [106, -107, 36, -11]]
[[-87, 66, -42, -76], [-59, 8, -7, -43], [75, -25, 35, -102], [-111, -18, -29, -60]]
[[93, 43, 81, -124], [-27, -44, 93, -87], [-118, 121, 26, 120], [-111, -128, 92, 112]]
[[42, -91, -20, -43], [14, 1, 29, -77], [-116, 8, -62, 70], [23, 93, 42, 19]]
[[-15, 1, 93, 127], [-17, -93, -94, -80], [-78, 104, 17, -80], [-92, 124, 74, 126]]
[[-8, -48, -15, 41], [-41, -31, 22, 39], [-53, 122, -98, 10], [-83, 12, -60, 91]]
[[-7, 17, 126, 9], [-104, -59, -119, -44], [113, -3, -77, -57], [-22, -8, -13, 60]]
[[-116, -87, -78, -78], [20, 70, 60, 94], [118, 97, 12, -108], [63, -12, 45, -61]]
[[-103, 125, -45, -86], [122, -11, -61, 31], [-84, 117, 53, 37], [7, -24, -44, 71]]
[[-76, 109, -27, 91], [3, -114, 4, -24], [127, 93, -82, 52], [-95, -96, 57, 74]]
[[61, -102, -33, -57], [102, -111, 58, 39], [96, 62, 4, 20], [-128, 5, 119, 58]]
[[14, 11, 53, -5], [109, 82, 114, 115], [4, -80, 111, -117], [61, -23, -71, 90]]
[[112, 58, 3, -63], [-57, -45, 83, 10], [35, -95, -57, 41], [117, 31, -33, 76]]
[[104, 101, -96, 32], [-115, 69, 97, -91], [58, -102, -15, 72], [-34, 90, 101, -87]]
[[-89, 65, 59, -120], [65, 68, 110, -75], [-38, 106, -91, -11], [104, -62, -87, 22]]
[[91, -29, -80, -10], [109, -44, -18, -82], [61, -44, -66, -91], [63, -46, 113, 106]]
[[-18, -2, 36, -99], [108, -44, -47, -98], [115, -87, 43, -104], [-108, -124, 86, -103]]
[[102, 112, 91, 124], [-42, 95, -42, 5], [108, 79, -44, 57], [90, -11, 6, -123]]
[[97, 115, -78, 65], [-90, -106, -11, -73], [-96, -39, 107, 0], [-105, -111, 126, -47]]
[[-78, -118, 83, 32], [85, 72, 18, 11], [58, -68, 47, -25], [-89, 109, -72, -78]]
[[83, 13, -45, -103], [-81, -56, 37, -38], [104, 52, -109, 114], [116, 84, 30, -35]]
[[-103, -117, -108, -119], [-10, -89, 57, 52], [-32, -30, 21, -75], [-46, 90, 103, -123]]
[[91, 88, -110, 48], [46, -53, 107, -67], [-110, -63, 71, 80], [-105, -124, -123, 88]]
[[-128, 12, -3, 11], [-77, 100, 116, -81], [-108, -94, -61, 59], [78, 70, -6, -97]]
[[115, 2, 18, -58], [-81, 29, 27, 81], [126, 8, 59, -59], [33, -57, -101, 7]]
[[31, -72, 50, -14], [52, -67, -51, -99], [42, -13, 60, 50], [25, 29, -53, -9]]
[[-70, -77, 48, 75], [-106, -43, 40, 68], [-27, 28, -106, -67], [18, -87, -115, -68]]
[[91, 39, 32, -16], [-92, 116, 112, -37], [3, -113, 2, -104], [83, 82, 115, 31]]
[[120, -91, 58, -111], [-83, 1, -106, 82], [104, 70, 97, 89], [-69, -16, -58, 33]]
[[-107, 126, -79, -83], [39, -1, 119, 119], [-92, 98, 123, -13], [83, -43, -93, 13]]
[[0, 19, -28, -18], [94, 123, 14, -45], [12, -82, 18, 12], [21, -97, -32, 1]]
[[99, -112, 62, 97], [5, 67, 92, -28], [-110, -2, -66, 18], [-31, 6, -83, 12]]
[[35, 2, -123, -37], [-61, 63, -121, -4], [-9, -70, 23, -2], [87, 28, -43, -67]]
[[45, -69, 26, -76], [27, 34, 71, -30], [-85, 68, 70, -28], [123, -11, 35, -60]]
[[11, 59, -107, 38], [27, -49, -32, 21], [118, 38, 23, 19], [-20, 119, -102, -32]]
[[25, 40, -65, 73], [-46, -11, 89, 72], [-10, 118, -27, 124], [39, -8, 101, -108]]
[[-31, -79, 69, 30], [14, 21, 111, -76], [24, -40, -35, -101], [110, -95, -50, -119]]
[[-55, 121, -12, 113], [-7, 92, -9, 2], [47, 18, 8, -123], [50, -81, -16, -107]]
[[113, -28, -92, 53], [-95, 52, -118, -104], [115, -11, 28, -70], [-32, 11, -103, -8]]
[[-21, 1, -102, 104], [77, -117, 104, -96], [2, 68, 33, -47], [-115, -3, -15, -126]]
[[8, -88, 126, -106], [-106, 21, 26, 126], [-118, 97, -72, 31], [53, 120, 38, 34]]
[[-96, -61, -10, -60], [97, 55, -82, 32], [80, -5, 24, -124], [34, 107, -115, 99]]
[[-99, -14, -67, -41], [-33, -34, -70, 10], [-66, 88, -97, 72], [-72, 89, 15, -89]]
[[-55, -87, -62, 71], [125, 81, 115, 100], [61, -126, -31, -102], [121, 79, -63, -102]]
[[-47, -109, 107, -124], [-95, 35, -107, -22], [-73, 30, 83, 33], [-61, 64, 9, 101]]
[[-23, 48, 91, -93], [-91, 57, -20, -60], [-75, 50, -5, 64], [-58, 17, -46, -96]]
[[-24, 70, -102, 84], [-39, 6, -19, -98], [-15, 79, -18, -50], [-110, -55, 70, 28]]
[[72, 62, 43, -127], [-88, 74, 105, -126], [56, -101, -7, -80], [-20, 33, -125, -22]]
[[48, -98, 105, -112], [13, -72, -17, 79], [73, -60, 94, -72], [-1, 53, 28, 33]]
[[110, 30, -88, 112], [84, 75, -54, -109], [15, 10, -1, 106], [117, -27, 43, 82]]
